,name,description,score,address,latitude,longitude,short_url
251,L'Autel - Jaccuzi - Centre d'historique,"['Hébergement géré par un particulier', ""Situé à Rouen, à 500 mètres de la cathédrale Notre-Dame, l'établissement L'Autel - Jaccuzi - Centre d'histoire dispose d'un salon avec une télévision à écran plat et d'une connexion Wi-Fi gratuite. "", '32 expériences vécues']","['9,1']","13 rue Dinanderie, 76000 Rouen, France",49.444544,1.091178,https://www.booking.com/hotel/fr/l-39-autel-rouen.fr.html?aid=304142
252,L'École Buissonnière,"[""Situé à Bayeux, à moins de 1,1 km du musée de la Tapisserie de Bayeux et du musée Baron Gérard, l'établissement L'École Buissonnière propose des hébergements avec une connexion Wi-Fi gratuite et un..."", '8 expériences vécues']","['9,4']","Saint-Vigor-le-Grand 13 Rue de Courseulles, 14400 Bayeux, France",49.28082623,-0.69080722,https://www.booking.com/hotel/fr/l-39-ecole-buissonniere-bayeux.fr.html?aid=304142
253,L'Enclos des Jacobins,"[""Situé à Saint-Girons, l'établissement L'Enclos des Jacobins propose une connexion Wi-Fi gratuite, un service de prêt de vélos, un salon commun et un jardin. "", '178 expériences vécues']","['8,4']","11 avenue henri bernere, 09200 Saint-Girons, France",42.9870285,1.1435204,https://www.booking.com/hotel/fr/l-39-enclos-des-jacobins.fr.html?aid=304142
254,Hôtel l'Aragon,"[""Situé à seulement 50 mètres du centre historique de Carcassonne dans l'Aude, l'hôtel l'Aragon propose une connexion Wi-Fi gratuite dans l'ensemble de ses locaux, un parking privé accessible sans frais..."", '2 069 expériences vécues']","['8,6']","15 montée Combeleran, 11000 Carcassonne, France",43.20779948,2.36734718,https://www.booking.com/hotel/fr/l-aragon.fr.html?aid=304142
255,Hôtel L'Orayé - Colmar Ouest,"[""L'hôtel L'Orayé est situé au cœur de la région des vins d'Alsace, à 8 km de Colmar. Il propose des hébergements avec salle de bains privative et connexion Wi-Fi gratuite. "", '460 expériences vécues']","['8,6']","11B, route de Colmar, 68770 Ammerschwihr, France",48.12183962,7.28607595,https://www.booking.com/hotel/fr/l-oraye.fr.html?aid=304142
256,La Bastide de Ganay,"['Situé à Aix-en-Provence, à 9\xa0km de la cathédrale Saint-Sauveur et à 10\xa0km du cours Mirabeau, l’établissement La Bastide de Ganay propose des hébergements avec une connexion Wi-Fi gratuite, la...', '424 expériences vécues']","['9,2']","5635 route du Puy Ste Reparade, 13540 Aix-en-Provence, France",43.60567,5.4252,https://www.booking.com/hotel/fr/la-bastide-de-ganay-aix-en-provence123456789101112.fr.html?aid=304142
257,Hôtel la Bona Casa,"[""L'Hôtel la Bona Casa est situé dans le centre historique de Collioure, à seulement 300 mètres du château royal et de la plage. Il propose une connexion Wi-Fi gratuite et une terrasse ombragée. "", '825 expériences vécues']","['8,4']","20 Rue de la Republique, 66190 Collioure, France",42.52547153,3.0826987,https://www.booking.com/hotel/fr/la-bona-casa.fr.html?aid=304142
258,la cabane du saunier Stella - Etang du Roy,"['Hébergement géré par un particulier', ""Située à Aigues-Mortes, en Occitanie, la cabane du saunier Stella - Etang du Roy dispose d'une terrasse. Vous séjournerez à 31 km de Nîmes et bénéficierez d'un parking privé gratuit. "", '4 expériences vécues']",['10'],"Salins du Midi - Route du grau du Roi, 30220 Aigues-Mortes, France",43.5793021,4.2128337,https://www.booking.com/hotel/fr/la-cabane-du-saunier-stella-etang-du-roy.fr.html?aid=304142
259,La Caminada Vielha,"[""Situé à Montaillou, à 34 km de Font-Romeu, l'établissement La Caminada Vielha dispose d'une terrasse et d'une connexion Wi-Fi gratuite. "", '43 expériences vécues']","['9,5']","5 Quartier Barri d'Amont, 09110 Montaillou, France",42.78715773,1.89709882,https://www.booking.com/hotel/fr/la-caminada-vielha.fr.html?aid=304142
260,Maison d'hôtes La Cerisaie,"[""La Maison d'hôtes La Cerisaie propose des chambres d'hôtes à la campagne, à 15 km de la route des vins d'Alsace. "", '122 expériences vécues']","['9,2']","31 Rue des Tilleuls, 67220 Breitenbach, France",48.36912051,7.29753613,https://www.booking.com/hotel/fr/la-cerisaie-breitenbach.fr.html?aid=304142
261,La Chambre De Salome,"['Hébergement géré par un particulier', ""Situé à Collioure, à 750 mètres de la plage de Port Avall et à moins de 1 km de celle de Boutigue, l'établissement La Chambre De Salome propose des hébergements avec une connexion Wi-Fi gratuite, la..."", '653 expériences vécues']","['9,0']","23  Ter Chemin De Consolation, 66190 Collioure, France",42.5211169,3.07730913,https://www.booking.com/hotel/fr/la-chambre-de-salome.fr.html?aid=304142
262,La Colline,"[""La Colline est située dans le centre-ville de Bayeux et dispose d'une connexion Wi-Fi et d'un parking gratuits, ainsi que d'un jardin avec une terrasse. "", '141 expériences vécues']","['9,6']","14  Rue Saint Exupère, 14400 Bayeux, France",49.2739941,-0.6987047,https://www.booking.com/hotel/fr/la-colline-bayeux.fr.html?aid=304142
263,La Cour Berbisey - Les Collectionneurs,"[""Situé à Dijon, l'établissement La Cour Berbisey propose des chambres classiques installées dans un bâtiment rénové du XVIIe siècle. "", '179 expériences vécues']","['9,2']","31 rue Berbisey, Centre-ville de Dijon, 21000 Dijon, France",47.31834403,5.03654011,https://www.booking.com/hotel/fr/la-cour-berbisey.fr.html?aid=304142
264,La Divine Comédie-Suites Deluxe,"[""Située à Avignon, en Provence-Alpes-Côte d'Azur, à 400 mètres du palais des Papes, la chambre d'hôtes La Divine Comédie dispose d'un jardin et d'une piscine extérieure ouverte toute l'année. "", '96 expériences vécues']","['9,9']","16 Impasse Jean Pierre Gras, 84000 Avignon, France",43.9506374,4.8108318,https://www.booking.com/hotel/fr/la-divine-comedie.fr.html?aid=304142
265,La douceur de Cassis,"['Hébergement géré par un particulier', ""Situé à Cassis, à 200\xa0mètres de la plage de Bestouan, l'établissement La douceur de Cassis vous propose un bar, une connexion Wi-Fi gratuite et une réception ouverte\xa024h/24. "", '105 expériences vécues']","['9,3']","16 Avenue du Picouveau, 13260 Cassis, France",43.215009,5.530956,https://www.booking.com/hotel/fr/la-douceur-de-cassis.fr.html?aid=304142
266,La Frégate,"['Installé à Collioure, à 150\xa0mètres de la plage de Boramar, L’établissement La Frégate vous propose un restaurant, un bar et un salon commun. ', '1 162 expériences vécues']","['8,0']","24 Boulevard Camille Pelletan, 66190 Collioure, France",42.52638625,3.08325659,https://www.booking.com/hotel/fr/la-fra-c-gate-collioure.fr.html?aid=304142
267,La Savane du Donjon,"['Hébergement géré par un particulier', ""Doté d'une connexion Wi-Fi gratuite et offrant une vue sur la ville, l'établissement La Savane du Donjon est situé au cœur de Rouen. "", '60 expériences vécues']","['9,3']","17 Rue d'Écosse, 76000 Rouen, France",49.4464641,1.0957957,https://www.booking.com/hotel/fr/la-jungle-du-donjon.fr.html?aid=304142
268,Chambres d'Hôtes La Maison Blanche,"['Hébergement géré par un particulier', ""Située dans la région Midi-Pyrénées, à seulement 1 km du village gallo-romain de Saint-Lizier, La Maison Blanche est une maison d'hôtes qui possède des écuries et des chevaux sur place. "", '25 expériences vécues']","['9,4']","Chemin de la Mole, 09190 Lorp Sentaraille, France",43.0135148,1.1222405,https://www.booking.com/hotel/fr/la-maison-blanche-lorp-sentaraille.fr.html?aid=304142
269,la maison d'Anna,"['Hébergement géré par un particulier', ""La maison d'Anna vous accueille dans une ancienne ferme située à Ganac, à 3 km de Foix. Vous pourrez profiter gratuitement d'une connexion Wi-Fi et d'un parking privé sur place. "", '69 expériences vécues']","['9,4']","lieu dit Camparnaud, 10 route de Foix, 09000 Ganac, France",42.95091203,1.57907546,https://www.booking.com/hotel/fr/la-maison-d-39-anna-ganac.fr.html?aid=304142
270,La Maison de la Viguerie,"['Hébergement géré par un particulier', ""Situé à l'intérieur des remparts médiévaux d'Aigues-Mortes, à 26 km de Montpellier, La Maison de la Viguerie dispose d'une terrasse bien exposée et offre une vue sur le jardin. "", '119 expériences vécues']","['9,5']","4 rue Paul Bert, 30220 Aigues-Mortes, France",43.56589968,4.19294836,https://www.booking.com/hotel/fr/la-maison-de-la-viguerie.fr.html?aid=304142
271,La Maison de Vacances,"['Hébergement géré par un particulier', 'La Maison de Vacances est un gîte indépendant situé sur les collines de Nothalten, au milieu des vignobles alsaciens. ', '11 expériences vécues']","['9,5']","9 rue de la Ferme, 67680 Nothalten, France",48.35602535,7.41966145,https://www.booking.com/hotel/fr/la-maison-de-vacances.fr.html?aid=304142
272,la maison du bonheur chez Yann HUMBLET,"['Hébergement géré par un particulier', ""Située à Moulis, la maison du bonheur chez Yann HUMBLET dispose d'un salon commun, d'un jardin et d'un barbecue. Vous bénéficierez gratuitement d'un parking privé et d'une connexion Wi-Fi. "", '54 expériences vécues']","['8,2']","lieu-dit rémillassé, 09200 Moulis, France",42.946666,1.092673,https://www.booking.com/hotel/fr/la-maison-du-bonheur-moulis.fr.html?aid=304142
273,La parenthèse gourmande,"['Hébergement géré par un particulier', 'La parenthèse gourmande est située à Montauban. Valence est à 39 km. ', '112 expériences vécues']","['9,3']","1 er étage 8 rue du greffe, 82000 Montauban, France",44.01704096,1.35429773,https://www.booking.com/hotel/fr/la-parenthese-gourmande.fr.html?aid=304142
274,La Pouponiere,"['Hébergement géré par un particulier', ""Dotée d'une connexion Wi-Fi gratuite et offrant une vue sur la montagne, La Pouponiere est un hébergement situé à Sainte-Marie-aux-Mines. "", '38 expériences vécues']","['9,1']","FERTRUPT 44 FERTRUPT, 68160 Sainte-Marie-aux-Mines, France",48.246202,7.200121,https://www.booking.com/hotel/fr/la-pouponiere.fr.html?aid=304142
275,Régence Etoile,"[""L'hôtel Régence Etoile propose des hébergements élégants et climatisés dotés d’une connexion Wi-Fi gratuite à 3 minutes de marche des Champs-Élysées et de l'Arc de Triomphe. "", '656 expériences vécues']","['8,5']","24 Avenue Carnot, 17e arr., 75017 Paris, France",48.87652507,2.29293287,https://www.booking.com/hotel/fr/la-regence-etoile.fr.html?aid=304142
276,La terrasse de La Tour Pinte.,"['La terrasse de La Tour Pinte est située à Carcassonne, à moins de 1 km de la Maison des Mémoires et à 2,3 km de la cathédrale. ', '29 expériences vécues']","['9,7']","70 rue de la barbacane, 11000 Carcassonne, France",43.20734911,2.36159539,https://www.booking.com/hotel/fr/la-terrasse-de-la-tour-pinte.fr.html?aid=304142
277,La Tramontane,"[""L'établissement La Tramontane vous accueille aux Saintes-Maries-de-la-Mer, au cœur de la Camargue. "", '1 230 expériences vécues']","['9,1']","94 Chemin Bas de Dromar, 13460 Les Saintes-Maries-de-la-Mer, France",43.47260109,4.41012025,https://www.booking.com/hotel/fr/la-tramontane.fr.html?aid=304142
278,La Villa Mazarin,"[""La Villa Mazarin est construite dans un bâtiment datant du XVème siècle situé dans la ville fortifiée d'Aigues-Mortes et propose une terrasse ainsi qu'un bar. "", '739 expériences vécues']","['9,1']","35 boulevard Gambetta, 30220 Aigues-Mortes, France",43.56498662,4.19175196,https://www.booking.com/hotel/fr/la-villa-mazarin.fr.html?aid=304142
279,Lagrange Aparthotel Lyon Lumière,"['Installé à mi-chemin entre les stations de métro Sans Souci et Monplaisir-Lumière, la ligne desservant directement la place Bellecour et la vieille ville de Lyon, le Lagrange Aparthotel Lyon Lumière...', '4 462 expériences vécues']","['8,2']","81-85 Cours Albert Thomas, 3e arr., 69003 Lyon, France",45.74645865,4.86893088,https://www.booking.com/hotel/fr/lagrange-city-apartha-tel-lyon-lumia-re.fr.html?aid=304142
280,Lagrange Vacances Les Patios Eugénie,"[""Le Lagrange Vacances Les Patios Eugénie est un élégant appart'hôtel situé à Biarritz, à seulement 400 mètres des plages de sable fin. "", '326 expériences vécues']","['8,0']","30/32 avenue de la reine Victoria, 64200 Biarritz, France",43.4850447,-1.55132607,https://www.booking.com/hotel/fr/lagrange-prestige-les-patios-euga-c-nie.fr.html?aid=304142
281,LE 17,"['Hébergement géré par un particulier', ""Situé en plein cœur de Colmar, l'établissement LE 17 propose un hébergement avec vue sur la ville, à seulement 400 mètres de la Maison des Têtes et à moins de 1 km de la collégiale Saint-Martin. "", '96 expériences vécues']","['9,6']","17 rue des Têtes, 68000 Colmar, France",48.078654,7.355786,https://www.booking.com/hotel/fr/le-17-colmar.fr.html?aid=304142
282,Hôtel Le Café de Paris,"[""L'Hôtel Le Café de Paris se trouve dans le centre de Biarritz, sur la place piétonne Bellevue, à 5 minutes de marche du casino. "", '531 expériences vécues']","['8,8']","Place Bellevue, 64200 Biarritz, France",43.48271809,-1.56134069,https://www.booking.com/hotel/fr/le-cafe-de-paris-4.fr.html?aid=304142
283,Le Castel Guesthouse,"[""La maison d'hôtes Le Castel Guesthouse est située au cœur de la ville médiévale de Bayeux, à mi-chemin entre la gare, la cathédrale et le musée de la Tapisserie. "", '518 expériences vécues']","['8,7']","1 Boulevard Sadi Carnot, 14400 Bayeux, France",49.27368314,-0.70322692,https://www.booking.com/hotel/fr/le-castel-noble-guesthouse.fr.html?aid=304142
284,Le Castelet,"[""Cet hôtel est situé à Saintes-Maries-de-la-Mer, à 60 mètres seulement de la mer Méditerranée et à 30 mètres de l'Étang des Launes. Il dispose d'un bar à cocktails avec une terrasse fleurie. "", '1 374 expériences vécues']","['7,4']","10 Rue Des Launes, 13460 Les Saintes-Maries-de-la-Mer, France",43.45134949,4.42507625,https://www.booking.com/hotel/fr/le-castelet-les-saintes-maries-de-la-mer.fr.html?aid=304142
285,Château de Monceaux 5mn de Bayeux proche Mer,"['Hébergement géré par un particulier', 'Situé à Bayeux, en Basse-Normandie, à moins de 2,5 km du musée de la Tapisserie de Bayeux, le Château de Monceaux 5mn de Bayeux proche Mer propose des hébergements avec une connexion Wi-Fi gratuite,...', '34 expériences vécues']","['9,0']","1330 RUE DES PLATANE MONCEAUX EN BESSIN, 14400 Bayeux, France",49.25214479,-0.69390664,https://www.booking.com/hotel/fr/le-chateau-de-monceau.fr.html?aid=304142
286,Odalys City Nîmes Le Cheval Blanc,"[""L'Odalys City Nîmes Le Cheval Blanc est situé dans le cœur historique de Nîmes, en face des arènes romaines et à 5 minutes à pied de la gare ferroviaire. "", '1 723 expériences vécues']","['7,9']","1 Place des Arènes, 30000 Nîmes, France",43.83423753,4.3607904,https://www.booking.com/hotel/fr/le-cheval-blanc.fr.html?aid=304142
287,Le Cleli,"['Hébergement géré par un particulier', ""Situé à Cassis, à moins de 300 mètres de la Grande Mer et à 600 mètres de la plage de l'Anse de Corton, l'établissement Le Cleli propose des hébergements avec une connexion Wi-Fi gratuite, la..."", '136 expériences vécues']","['8,1']","11 Rue de la Ciotat, 13260 Cassis, France",43.21509805,5.54048743,https://www.booking.com/hotel/fr/le-cleli.fr.html?aid=304142
288,Le Clos bartholdi,"[""Offrant une vue sur la ville, l'établissement Le Clos bartholdi propose un salon commun et une connexion Wi-Fi gratuite. "", '70 expériences vécues']","['8,8']","2 rue du Landeck, 68000 Colmar, France",48.073668,7.355898,https://www.booking.com/hotel/fr/le-clos-bartholdi.fr.html?aid=304142
289,"La Maison du Courtil, Citron-Caramel","['Hébergement géré par un particulier', ""Situé à Moustiers-Sainte-Marie, l'établissement La Maison du Courtil, Citron-Caramel propose une terrasse, une connexion Wi-Fi gratuite, un service d'étage et un distributeur automatique de billets. "", '34 expériences vécues']","['9,1']","Le Courtil, appartement Citron-Caramel Rue du Courtil, 04360 Moustiers-Sainte-Marie, France",43.8475653,6.22128025,https://www.booking.com/hotel/fr/le-courtil-appartement-citron-caramel.fr.html?aid=304142
290,"La Maison du Courtil, Pistache-Chocolat","['Hébergement géré par un particulier', ""Située à Moustiers-Sainte-Marie, en Provence-Alpes-Côte d'Azur, La Maison du Courtil, Pistache-Chocolat dispose d'un balcon et offre une vue sur le jardin. Vous séjournerez à 35 km de..."", '63 expériences vécues']","['9,4']","Le Courtil, appartement Pistache-Chocolat Rue du Courtil, 04360 Moustiers-Sainte-Marie, France",43.8475653,6.22126952,https://www.booking.com/hotel/fr/le-courtil-appartement-pistache-chocolat.fr.html?aid=304142
291,Domaine Le Couvent,"[""La propriété du Couvent propose deux villas à Grèzes, à 10 minutes de route de Carcassonne. L'une des villas est un ancien couvent et l'autre un ancien presbytère. "", '100 expériences vécues']","['9,3']","9 Rue Des Saumes - Hameau De Grezes, 11000 Carcassonne, France",43.21626207,2.28648797,https://www.booking.com/hotel/fr/le-couvent-carcassonne.fr.html?aid=304142
292,Le Dauphin Bleu,"['Situé à 50 mètres de la plage, face à la mer Méditerranée, Le Dauphin Bleu est situé à 400 mètres du centre de la vieille ville historique des Saintes-Maries-de-la-Mer. ', '954 expériences vécues']","['8,6']","31 Avenue Gilbert Leroy, 13460 Les Saintes-Maries-de-la-Mer, France",43.45233086,4.43364993,https://www.booking.com/hotel/fr/le-dauphin-bleu.fr.html?aid=304142
293,le dit vin secret,"['Hébergement géré par un particulier', ""Situé à Aigues-Mortes, à 44 km de Nîmes, le dit vin secret propose un restaurant et une connexion Wi-Fi gratuite. Tous les logements disposent de la climatisation et d'une télévision à écran plat. "", '412 expériences vécues']","['9,0']","13 rue sadi carnot 13 rue sadi carnot, 30220 Aigues-Mortes, France",43.566769,4.189113,https://www.booking.com/hotel/fr/le-dit-vin-secret.fr.html?aid=304142
294,Le Majestic Cathédrale,"[""Situé à Amiens, à 1,7 km du Zénith, l'établissement Le Majestic Cathédrale propose un salon commun, une connexion Wi-Fi gratuite, une cuisine commune et un service d'étage. "", '14 expériences vécues']","['9,2']","2 Rue du Marché des Lanselles, 80000 Amiens, France",49.8953831,2.297772,https://www.booking.com/hotel/fr/le-duplex-amiens-pleine-vue-cathedrale.fr.html?aid=304142
295,Le Duplex,"['Hébergement géré par un particulier', ""Situé à Cassis, à 300 mètres de la Grande Mer et à 550 mètres de la plage de l'Anse de Corton, l'établissement Le Duplex propose un hébergement climatisé avec un balcon et une connexion Wi-Fi..."", '118 expériences vécues']","['8,1']","11 Rue de la Ciotat, 13260 Cassis, France",43.21505477,5.54057326,https://www.booking.com/hotel/fr/le-duplex-cassis.fr.html?aid=304142
296,Le gite du grand cèdre - proche des gorges du Verdon,"['Hébergement géré par un particulier', ""Situé à Allemagne-en-Provence, en Provence-Alpes-Côte d'Azur, Le gite du grand cèdre - proche des gorges du Verdon dispose d'une terrasse et offre une vue sur le jardin. "", '42 expériences vécues']","['9,3']","45 chemin de Roumpe Cuou, 04500 Allemagne-en-Provence, France",43.77929309,6.00733668,https://www.booking.com/hotel/fr/le-gite-du-grand-cedre.fr.html?aid=304142
297,Le Grand Balcon Hotel,"[""Situé dans le centre de Toulouse, à 4 km du Stadium, Le Grand Balcon Hotel est un établissement 4 étoiles doté d'une décoration des années 1930 et d'une réception ouverte 24h/24. "", '1 893 expériences vécues']","['8,7']","8-10 Rue Romiguieres, 31000 Toulouse, France",43.60487367,1.44249469,https://www.booking.com/hotel/fr/le-grand-balcon-toulouse.fr.html?aid=304142
298,"Cassis, le Grand Bleu, triplex vue mer, port plage 10mn à pieds","['Hébergement géré par un particulier', 'Situé à Cassis, l’hébergement Cassis, le Grand Bleu, triplex vue mer, port plage 10mn à pieds bénéficie d’un balcon, de la climatisation et d’un jardin. ', '29 expériences vécues']","['8,9']","3 Avenue Auguste Favier, 13260 Cassis, France",43.2208045,5.54229625,https://www.booking.com/hotel/fr/le-grand-bleu-cassis1.fr.html?aid=304142
299,Le Grand Hôtel Grenoble,"['Le Grand Hôtel Grenoble est un établissement 4 étoiles situé dans le centre-ville de Grenoble, à 10 mètres de la place Grenette. Les chambres sont insonorisées et climatisées. ', '1 504 expériences vécues']","['8,7']","5 rue de la Republique, 38000 Grenoble, France",45.19081504,5.72854802,https://www.booking.com/hotel/fr/le-grand-grenoble-centre.fr.html?aid=304142
300,Le Hameau d'Eguisheim - Chambres d'hôtes & Gîtes,"[""Occupant une maison à colombages typiquement alsacienne, Le Hameau d'Eguisheim propose des chambres d'hôtes et des hébergements indépendants sur un domaine avec un vignoble. "", '330 expériences vécues']","['9,0']","33 Grand Rue, 68420 Eguisheim, France",48.04252897,7.30712727,https://www.booking.com/hotel/fr/le-hameau-d-eguisheim.fr.html?aid=304142
301,Hôtel du Haut Koenigsbourg - romantisme et nature dans le parc naturel d'alsace,"['L’Hôtel du Haut Koenigsbourg - le hk romantique au naturel propose des hébergements avec salle de bains privative dans le parc régional des Ballons des Vosges. ', '659 expériences vécues']","['9,2']","9 rue de Rodern, 68590 Thannenkirch, France",48.23164092,7.30222034,https://www.booking.com/hotel/fr/le-haut-koenigsbourg.fr.html?aid=304142
302,Le Hüb hostel - Grenoble,"['L’auberge de jeunesse Le Hüb hostel - Grenoble vous accueille à Grenoble, à 300\xa0mètres du centre des congrès du WTC. Elle possède un bar, un parking privé, un salon commun, un jardin et une terrasse. ', '349 expériences vécues']","['7,7']","25 Avenue Doyen Louis Weil, 38000 Grenoble, France",45.192873,5.711917,https://www.booking.com/hotel/fr/le-hub-hostel-grenoble.fr.html?aid=304142
303,Le Jardin de la cité,"['Hébergement géré par un particulier', ""Situé à Carcassonne, à 2,2 km de la Maison des Mémoires et à 3 km de la cathédrale, l'établissement Le Jardin de la cité propose des hébergements avec une connexion Wi-Fi gratuite, la climatisation et..."", '76 expériences vécues']","['9,3']","1 Chemin de Montlegun, 11000 Carcassonne, France",43.206179,2.370954,https://www.booking.com/hotel/fr/le-jardin-de-la-cite.fr.html?aid=304142
304,Logis Sainte Claire,"['Hébergement géré par un particulier', 'Situé à Montauban, le Logis Sainte Claire propose des hébergements avec une terrasse et une connexion Wi-Fi gratuite. Cordes-sur-Ciel se trouve à 49 km. ', '19 expériences vécues']","['9,3']","9 Rue Sainte-Claire, 82000 Montauban, France",44.0207199,1.35166594,https://www.booking.com/hotel/fr/le-logis-sainte-claire.fr.html?aid=304142
305,Le Luxury Design de la Vieille Ville,"[""Situé à Annecy, à 100 mètres du château et à 200 mètres du palais de l'Île, l'établissement Le Luxury Design de la Vieille Ville offre une vue sur la ville et dispose d'une connexion Wi-Fi gratuite. "", '33 expériences vécues']","['9,5']","17 Rue Sainte-Claire, 74000 Annecy, France",45.89832176,6.12479564,https://www.booking.com/hotel/fr/le-luxury-design-de-la-vieille-ville.fr.html?aid=304142
306,LE PANIER ENCHANTÉ - Suites & Loft - Terrasse et patio au dessus du Vieux Port,"[""Situé à Marseille, à 2,5 km de la Fausse Monnaie et à 2,6 km de la plage de Maldorme, l'établissement LE PANIER ENCHANTÉ - Suites & Loft - Terrasse et patio au dessus du Vieux Port propose un..."", '366 expériences vécues']","['7,9']","7 Rue de la Charité, 13002 Marseille, France",43.300097,5.367585,https://www.booking.com/hotel/fr/le-panier-enchante-suites-amp-spa.fr.html?aid=304142
307,Le Pélican,"[""Situé à Annecy, à 400 mètres du palais de l'Île, l'établissement Le Pélican propose un bar, un parking privé et une terrasse. "", '284 expériences vécues']","['8,7']","20 Rue des Marquisats, 74000 Annecy, France",45.897015,6.131543,https://www.booking.com/hotel/fr/le-pelican-annecy1.fr.html?aid=304142
308,Le petit atelier,"['Hébergement géré par un particulier', ""Situé à Bormes-les-Mimosas, en Provence-Alpes-Côte d'Azur, à 1,6 km de la Grande Plage, l'établissement Le petit atelier propose des hébergements avec une connexion Wi-Fi gratuite, un barbecue, un..."", '45 expériences vécues']","['9,0']","34 Chemin de la Bergerie, 83230 Bormes-les-Mimosas, France",43.142501,6.3491788,https://www.booking.com/hotel/fr/le-petit-atelier-bormes-les-mimosas1234567891011121314151617.fr.html?aid=304142
309,Le Pigalle Hotel,"[""L'établissement Le Pigalle Hôtel est situé dans le 9ème arrondissement de Paris, à seulement 5 minutes à pied du Moulin Rouge. "", '503 expériences vécues']","['8,7']","9 rue frochot, 9e arr., 75009 Paris, France",48.88166743,2.33732789,https://www.booking.com/hotel/fr/le-pigalle-paris2.fr.html?aid=304142
310,Le Pigonnet - Esprit de France,"['Le Pigonnet - Esprit de France est une élégante maison de style provençal, qui allie le raffinement du XVIIIe siècle à un style contemporain. ', '253 expériences vécues']","['8,6']","5, avenue du Pigonnet, 13090 Aix-en-Provence, France",43.51886697,5.44161469,https://www.booking.com/hotel/fr/le-pigonnet.fr.html?aid=304142
311,Le Pilo,"[""Situé à Saint-Malo, à seulement 200 mètres de la plage de Bon Secours, l'établissement Le Pilo propose un hébergement en bord de mer avec connexion Wi-Fi gratuite. "", '120 expériences vécues']","['9,7']","2 Rue Porcon de la Barbinais, Intra muros, 35400 Saint-Malo, France",48.648992,-2.0256258,https://www.booking.com/hotel/fr/le-pilori.fr.html?aid=304142
312,Hotel Le Prieuré et La Résidence,"[""L'Hotel Le Prieuré et La Résidence est situé dans le centre-ville d'Amiens, au pied de la cathédrale. "", '1 002 expériences vécues']","['8,4']","17 Rue Porion, 80000 Amiens, France",49.89444519,2.30094239,https://www.booking.com/hotel/fr/le-prieure-amiens.fr.html?aid=304142
313,Brit Hotel Confort Rouen Centre,"['Le Brit Hotel Confort Rouen Centre se situe dans le centre de Rouen, à proximité de la faculté de médecine et à 4\xa0km de la salle omnisports Le Kindarena. ', '1 668 expériences vécues']","['7,5']","33 Boulevard Gambetta, 76000 Rouen, France",49.43869536,1.1092034,https://www.booking.com/hotel/fr/le-relais-des-2-rivieres.fr.html?aid=304142
314,Le Richelieu,"[""Le Citotel Le Richelieu est situé entre la mairie et la cathédrale, au cœur du Havre, à seulement 10 minutes à pied de la plage et à 24 km d'Honfleur. "", '976 expériences vécues']","['7,3']","132 rue de Paris, Perret, 76600 Le Havre, France",49.48881105,0.10760218,https://www.booking.com/hotel/fr/le-richelieu-le-havre.fr.html?aid=304142
315,Le Riesling Colmar All inclusive Free parking,"['Hébergement géré par un particulier', ""Situé à Colmar, à seulement 1 km de la collégiale Saint-Martin, l'établissement Le Riesling Colmar All inclusive met gratuitement à votre disposition une connexion Wi-Fi et un parking privé. "", '125 expériences vécues']","['9,6']","30 Route de Neuf-Brisach, 68000 Colmar, France",48.07984425,7.36613929,https://www.booking.com/hotel/fr/le-riesling-colmar.fr.html?aid=304142
316,Hôtel Le Rochelois,"[""L'Hôtel Le Rochelois possède une piscine extérieure ouverte en saison et un court de tennis. La connexion Wi-Fi est gratuite dans l'ensemble de l'établissement. "", '3 063 expériences vécues']","['8,0']","66, boulevard Winston Churchill  Port neuf, 17000 La Rochelle, France",46.15418175,-1.18243652,https://www.booking.com/hotel/fr/le-rochelois.fr.html?aid=304142
317,Le rohan sawadee,"['Hébergement géré par un particulier', ""Situé dans le quartier de la vieille ville de Colmar, à proximité de la collégiale Saint-Martin, l'établissement Le rohan sawadee dispose d'une terrasse, d'une connexion Wi-Fi gratuite et d'un..."", '73 expériences vécues']","['9,5']","3 éme étage 3a Boulevard du Champ de Mars, 68000 Colmar, France",48.07755989,7.35481474,https://www.booking.com/hotel/fr/le-rohan-sawadee.fr.html?aid=304142
318,Residhotel Grenette,"['Le Residhotel Grenette est situé dans le centre de Grenoble, à 3 minutes à pied de la place Victor Hugo. Il propose un hébergement indépendant avec une connexion Wi-Fi gratuite. ', '2 162 expériences vécues']","['7,6']","12 Rue De Palanka, 38000 Grenoble, France",45.19056363,5.72448447,https://www.booking.com/hotel/fr/le-royal-grenoble.fr.html?aid=304142
319,Hôtel Restaurant Le Schlossberg,"[""Le Schlossberg Hotel bénéficie d'un emplacement idéal au cœur du vieux village de Zellenberg, au milieu de maisons alsaciennes à colombages. "", '314 expériences vécues']","['8,4']","Rue De La Fontaine, 68340 Zellenberg, France",48.16800494,7.31888339,https://www.booking.com/hotel/fr/le-schlossberg.fr.html?aid=304142
320,Best Western Hotel & SPA Le Schoenenbourg,"['Entouré de vignobles, le Best Western Hotel Le Schoenenbourg donne sur les remparts du village médiéval de Riquewihr. ', '2 486 expériences vécues']","['8,6']","2A, rue de la piscine, 68340 Riquewihr, France",48.16697453,7.30060011,https://www.booking.com/hotel/fr/le-schoenenbourg.fr.html?aid=304142
